QueryNumber;List
6;[202, 1005, 0.040807240843168564]
6;[203, 1175, 0.04076000887988619]
6;[204, 277, 0.04057267795219966]
6;[205, 865, 0.04040021797156354]
6;[206, 1049, 0.04038718688306185]
6;[207, 835, 0.04001105920682125]
6;[208, 1128, 0.039939232701209935]
6;[209, 352, 0.03976110797374691]
6;[210, 1168, 0.03971885680551895]
6;[211, 502, 0.03962234256238365]
6;[212, 1053, 0.03949558808705524]
6;[213, 585, 0.03945295931512764]
6;[214, 479, 0.03919859692226805]
6;[215, 532, 0.0390909913332391]
6;[216, 417, 0.0390622365554116]
6;[217, 190, 0.03902218083999629]
6;[218, 251, 0.0389483949436052]
6;[219, 41, 0.03873601977087114]
6;[220, 1013, 0.038688603038398654]
6;[221, 522, 0.038663232617584246]
6;[222, 869, 0.03862571335079787]
6;[223, 314, 0.038439569527333316]
6;[224, 43, 0.03831386645998619]
6;[225, 963, 0.03829913442158458]
6;[226, 630, 0.03829593014973959]
6;[227, 1163, 0.038287559460642565]
6;[228, 726, 0.038269490487871885]
6;[229, 1202, 0.038246619778391396]
6;[230, 787, 0.038199497752530634]
6;[231, 1076, 0.03808641250443407]
6;[232, 1104, 0.037857106382499575]
6;[233, 684, 0.037785364764045676]
6;[234, 297, 0.037782095949312325]
6;[235, 989, 0.037766637552939644]
6;[236, 677, 0.03776411080955256]
6;[237, 1191, 0.03773306222589788]
6;[238, 444, 0.03769134982828395]
6;[239, 55, 0.037547483952906864]
6;[240, 631, 0.03752940044828156]
6;[241, 169, 0.037514890106896626]
6;[242, 317, 0.03751158328292003]
6;[243, 330, 0.037498307389089894]
6;[244, 1215, 0.03745864926114564]
6;[245, 617, 0.03735263339443285]
6;[246, 564, 0.03720200511411972]
6;[247, 1203, 0.03716480631346961]
6;[248, 340, 0.037138541649761145]
6;[249, 738, 0.03708491079909412]
6;[250, 1226, 0.03697078816614631]
6;[251, 115, 0.036951769145247865]
6;[252, 358, 0.036916397617311685]
6;[253, 921, 0.03677791135690305]
6;[254, 460, 0.03675906035938464]
6;[255, 505, 0.0367583331477466]
6;[256, 1093, 0.03670376457806267]
6;[257, 1063, 0.03667497893418317]
6;[258, 116, 0.03655058940106374]
6;[259, 1145, 0.03647088753135079]
6;[260, 377, 0.0362929185040898]
6;[261, 397, 0.03622752288349026]
6;[262, 1059, 0.036192763257250175]
6;[263, 193, 0.03617435455870523]
6;[264, 341, 0.036145614115119316]
6;[265, 766, 0.036135325084817975]
6;[266, 146, 0.03583513650559644]
6;[267, 1111, 0.035789449876612395]
6;[268, 199, 0.03578580024180036]
6;[269, 202, 0.0357476530111818]
6;[270, 17, 0.0355756486097265]
6;[271, 550, 0.03556741952979762]
6;[272, 157, 0.035474883227858696]
6;[273, 556, 0.035410446956839564]
6;[274, 1120, 0.03534285268448542]
6;[275, 1192, 0.03532507182416477]
6;[276, 1200, 0.03519626180630246]
6;[277, 363, 0.0350746681064732]
6;[278, 1201, 0.035072135140475164]
6;[279, 962, 0.03496675864804282]
6;[280, 1161, 0.034902082020255125]
6;[281, 153, 0.03481734602633897]
6;[282, 747, 0.03477170357895909]
6;[283, 107, 0.034632884683138784]
6;[284, 1238, 0.03447992541994392]
6;[285, 538, 0.034417836616862436]
6;[286, 669, 0.03441522909559587]
6;[287, 553, 0.03435820112720558]
6;[288, 494, 0.03421556010961648]
6;[289, 641, 0.03409161148572143]
6;[290, 606, 0.033797707459461285]
6;[291, 134, 0.03379653271150451]
6;[292, 1036, 0.033790802705054065]
6;[293, 103, 0.03376571154493061]
6;[294, 798, 0.033744646987163125]
6;[295, 767, 0.033622780863027925]
6;[296, 375, 0.03355804999910071]
6;[297, 778, 0.03347564929224813]
6;[298, 970, 0.033235859788135515]
6;[299, 179, 0.03321106574208083]
6;[300, 878, 0.0330980559599952]
6;[301, 860, 0.03309245676544423]
6;[302, 754, 0.03292503061217843]
6;[303, 1017, 0.03271854846888321]
6;[304, 197, 0.03254168398995316]
6;[305, 281, 0.03249498926705556]
6;[306, 765, 0.032443202258072]
6;[307, 312, 0.032395347667030366]
6;[308, 749, 0.03233735450625891]
6;[309, 540, 0.03223596441843815]
6;[310, 1048, 0.03217407289178907]
6;[311, 879, 0.03204539052489193]
6;[312, 781, 0.03202833155764699]
6;[313, 1091, 0.03197066930213511]
6;[314, 611, 0.031893323027670076]
6;[315, 701, 0.031877538582082726]
6;[316, 1185, 0.03183078327757733]
6;[317, 827, 0.031669938864381256]
6;[318, 543, 0.031628776984920455]
6;[319, 792, 0.031606670572961015]
6;[320, 60, 0.03150819315155598]
6;[321, 500, 0.03141448379603264]
6;[322, 994, 0.031239683671926005]
6;[323, 484, 0.030991234015549443]
6;[324, 887, 0.030764243230723395]
6;[325, 1044, 0.030689953860449246]
6;[326, 651, 0.03049649960533027]
6;[327, 289, 0.030251953912562652]
6;[328, 467, 0.030190682891990585]
6;[329, 447, 0.030174712894789613]
6;[330, 28, 0.0301672730591846]
6;[331, 969, 0.029978543269734995]
6;[332, 999, 0.029741994382491414]
6;[333, 535, 0.02974050437672871]
6;[334, 694, 0.029689154964318436]
6;[335, 111, 0.02961555737853894]
6;[336, 159, 0.029591517050957472]
6;[337, 299, 0.029557061583245916]
6;[338, 239, 0.029522162436897016]
6;[339, 840, 0.029313632042043753]
6;[340, 478, 0.029290012072631037]
6;[341, 139, 0.028884481332521323]
6;[342, 695, 0.028883908380353093]
6;[343, 66, 0.028517259500435953]
6;[344, 804, 0.028467554973091034]
6;[345, 1166, 0.027909448600605735]
6;[346, 256, 0.027879381596395095]
6;[347, 922, 0.027652620820602488]
6;[348, 1009, 0.027569778420430898]
6;[349, 866, 0.027504334393639505]
6;[350, 300, 0.027226479206435443]
6;[351, 906, 0.027191734616864947]
6;[352, 1081, 0.026968906520159843]
6;[353, 321, 0.02681836194345035]
6;[354, 263, 0.02657532566306924]
6;[355, 326, 0.0264921247613873]
6;[356, 733, 0.0264415409410418]
6;[357, 501, 0.026392180575594164]
6;[358, 337, 0.026137874620696482]
6;[359, 545, 0.026108194346363276]
6;[360, 389, 0.02604213569062288]
6;[361, 272, 0.025982586748177824]
6;[362, 1000, 0.025876646504028857]
6;[363, 993, 0.025835092468896658]
6;[364, 1016, 0.025738121590437098]
6;[365, 221, 0.025715733462672273]
6;[366, 693, 0.025699130269158568]
6;[367, 490, 0.02568727250960578]
6;[368, 23, 0.025565719277677743]
6;[369, 907, 0.025561361058448775]
6;[370, 1086, 0.02549440025524368]
6;[371, 1221, 0.025489620786700737]
6;[372, 366, 0.025441882229347013]
6;[373, 973, 0.025423067067228057]
6;[374, 509, 0.025416564262927845]
6;[375, 114, 0.025318288277411487]
6;[376, 371, 0.025210932338165997]
6;[377, 1220, 0.025150355844468297]
6;[378, 90, 0.025107130757668603]
6;[379, 225, 0.02497086220314402]
6;[380, 1207, 0.024919288295960056]
6;[381, 559, 0.024832294314702887]
6;[382, 419, 0.024798503651540394]
6;[383, 316, 0.024713831555175255]
6;[384, 427, 0.02461869872940801]
6;[385, 1156, 0.024504100382387862]
6;[386, 457, 0.024365315081192145]
6;[387, 1065, 0.024288330280181517]
6;[388, 823, 0.024249234414167386]
6;[389, 218, 0.02419671130736704]
6;[390, 1227, 0.024154088534081932]
6;[391, 813, 0.02399368056998096]
6;[392, 871, 0.02382941816209864]
6;[393, 836, 0.02370022203349482]
6;[394, 928, 0.023643124787299415]
6;[395, 1133, 0.02362727686611385]
6;[396, 915, 0.02351172656833046]
6;[397, 848, 0.023487645851510655]
6;[398, 1153, 0.023369109864864224]
6;[399, 74, 0.023291431868893105]
6;[400, 49, 0.023240669609817795]
6;[401, 562, 0.023172319167199716]
6;[402, 909, 0.023091470307522528]
6;[403, 435, 0.023037729476035572]
6;[404, 676, 0.02302567135706832]
6;[405, 453, 0.02276767858867262]
6;[406, 1152, 0.022514346187238674]
6;[407, 516, 0.02248652416257604]
6;[408, 308, 0.02223235622556154]
6;[409, 284, 0.02215254599030402]
6;[410, 1151, 0.022044791288449973]
6;[411, 506, 0.022042569912885758]
6;[412, 488, 0.02203128147151493]
6;[413, 570, 0.021952655059102703]
6;[414, 290, 0.02188737138970546]
6;[415, 541, 0.02186481477604246]
6;[416, 292, 0.02185775279446023]
6;[417, 373, 0.021845571767317124]
6;[418, 710, 0.021712442690657627]
6;[419, 1050, 0.02170088654180308]
6;[420, 414, 0.02169614784357013]
6;[421, 465, 0.021658859527551647]
6;[422, 852, 0.021581234209749472]
6;[423, 614, 0.02157084798799191]
6;[424, 978, 0.021534147564575255]
6;[425, 454, 0.021441285524175232]
6;[426, 563, 0.021236863020064167]
6;[427, 303, 0.021174218358529912]
6;[428, 1137, 0.02116673133821367]
6;[429, 1078, 0.021001122284351588]
6;[430, 705, 0.020994581744523875]
6;[431, 62, 0.02093758353797811]
6;[432, 830, 0.02092527631318553]
6;[433, 469, 0.02092072757261771]
6;[434, 1208, 0.020839515748272457]
6;[435, 92, 0.020774410231632845]
6;[436, 425, 0.020752188779277324]
6;[437, 685, 0.0207139690284888]
6;[438, 163, 0.020471625333379748]
6;[439, 400, 0.0204437700547585]
6;[440, 63, 0.020423572134101616]
6;[441, 293, 0.020299539476969004]
6;[442, 760, 0.02021204598918251]
6;[443, 549, 0.02016291216289352]
6;[444, 578, 0.020150508702113216]
6;[445, 1179, 0.020090937668390537]
6;[446, 283, 0.020069556704037702]
6;[447, 1043, 0.020055169367066302]
6;[448, 936, 0.019940610924572146]
6;[449, 981, 0.019855738308323892]
6;[450, 971, 0.01981562151963561]
6;[451, 965, 0.019700935412530502]
6;[452, 269, 0.019683731718249744]
6;[453, 1183, 0.01959221219229716]
6;[454, 1040, 0.01942124482166732]
6;[455, 901, 0.019408954144334516]
6;[456, 838, 0.019141586446764097]
6;[457, 296, 0.019124372173067825]
6;[458, 794, 0.01912089771323407]
6;[459, 455, 0.019044369464283523]
6;[460, 905, 0.018995820955615354]
6;[461, 707, 0.018978506025284066]
6;[462, 581, 0.01885508767267017]
6;[463, 13, 0.01878263763534238]
6;[464, 1041, 0.01870978314780495]
6;[465, 187, 0.01864724182201487]
6;[466, 215, 0.01857638705134104]
6;[467, 466, 0.01857398860885887]
6;[468, 1117, 0.018542310497592154]
6;[469, 589, 0.018386612152564877]
6;[470, 638, 0.018315728443038814]
6;[471, 471, 0.018299235133884956]
6;[472, 224, 0.018267285640149948]
6;[473, 697, 0.01809752117500478]
6;[474, 394, 0.01804334972431591]
6;[475, 1003, 0.018036665312168895]
6;[476, 809, 0.018017426589228405]
6;[477, 242, 0.018001829040796544]
6;[478, 575, 0.017942029310583273]
6;[479, 324, 0.017923322523391187]
6;[480, 142, 0.017904617557083138]
6;[481, 584, 0.017888298278706947]
6;[482, 917, 0.01782857236831394]
6;[483, 174, 0.017669513545084833]
6;[484, 3, 0.017609546012086467]
6;[485, 124, 0.017581686730451632]
6;[486, 1155, 0.01756299484285973]
6;[487, 101, 0.017516261983318186]
6;[488, 717, 0.01749543434313887]
6;[489, 566, 0.017473170807568692]
6;[490, 59, 0.017471094393291177]
6;[491, 602, 0.01746453521460495]
6;[492, 140, 0.017450150164978827]
6;[493, 634, 0.01733360107058255]
6;[494, 517, 0.017327895142379358]
6;[495, 1135, 0.017325371955857247]
6;[496, 411, 0.017281441967553268]
6;[497, 898, 0.01714491894149404]
6;[498, 336, 0.017114132303471953]
6;[499, 815, 0.01704020084242991]
6;[500, 796, 0.01694641491252904]
6;[501, 489, 0.0168477974003275]
6;[502, 1178, 0.01680832310821114]
6;[503, 1096, 0.016742580013368737]
6;[504, 565, 0.016735119305893154]
6;[505, 1181, 0.01663911894926519]
6;[506, 690, 0.016591927781781268]
6;[507, 173, 0.016515693744966958]
6;[508, 531, 0.01649878263191844]
6;[509, 1162, 0.016430459984577473]
6;[510, 108, 0.016420968791039905]
6;[511, 481, 0.01641170625979394]
6;[512, 1034, 0.016337527183261973]
6;[513, 1165, 0.016305255116585753]
6;[514, 731, 0.016286710841515655]
6;[515, 320, 0.016255852148925266]
6;[516, 899, 0.01623454173456704]
6;[517, 911, 0.016225341700232168]
6;[518, 768, 0.016204570181022428]
6;[519, 1103, 0.016198998550536]
6;[520, 1136, 0.016166857575875698]
6;[521, 226, 0.01608656963175843]
6;[522, 818, 0.016072540112536126]
6;[523, 205, 0.015979573870652786]
6;[524, 858, 0.015909174379029792]
6;[525, 624, 0.015875299739382207]
6;[526, 436, 0.01585697181375248]
6;[527, 944, 0.015815272819059683]
6;[528, 355, 0.01578532581605416]
6;[529, 150, 0.015785190573043815]
6;[530, 926, 0.01578414381415421]
6;[531, 418, 0.015759371019091396]
6;[532, 771, 0.015739285835561015]
6;[533, 4, 0.01572970970760661]
6;[534, 924, 0.01571063271264387]
6;[535, 648, 0.015691225044875128]
6;[536, 1026, 0.015629174841907133]
6;[537, 576, 0.015593049548793505]
6;[538, 38, 0.015486463897063612]
6;[539, 998, 0.015484268582714643]
6;[540, 243, 0.015434443359872119]
6;[541, 1106, 0.015307418599062981]
6;[542, 870, 0.015302214479904161]
6;[543, 33, 0.015281059469979472]
6;[544, 246, 0.015258785810012334]
6;[545, 785, 0.015249080060982481]
6;[546, 1067, 0.015244703262792843]
6;[547, 270, 0.015236699882614911]
6;[548, 450, 0.015216380735402924]
6;[549, 647, 0.015185090886364605]
6;[550, 148, 0.015173562414122425]
6;[551, 1211, 0.015099833902698312]
6;[552, 822, 0.015090413563765155]
6;[553, 977, 0.015069294063671882]
6;[554, 380, 0.014939666859087174]
6;[555, 1205, 0.01493690471009125]
6;[556, 1209, 0.014929609424033052]
6;[557, 831, 0.01492421096143023]
6;[558, 961, 0.014891930928213802]
6;[559, 1206, 0.014868488668501706]
6;[560, 1107, 0.014866405102012228]
6;[561, 147, 0.014683729968114317]
6;[562, 475, 0.014650352091530573]
6;[563, 527, 0.014591374372323095]
6;[564, 867, 0.014579297107987022]
6;[565, 691, 0.01453271038811997]
6;[566, 334, 0.014526635979663463]
6;[567, 165, 0.01445532141043035]
6;[568, 755, 0.014426154565052864]
6;[569, 982, 0.014424496299981647]
6;[570, 722, 0.014366028100014494]
6;[571, 378, 0.014302819500074407]
6;[572, 951, 0.014261286531922029]
6;[573, 1090, 0.014204562611338742]
6;[574, 845, 0.014201890892751376]
6;[575, 1019, 0.01413583693746923]
6;[576, 689, 0.014127891879752852]
6;[577, 1233, 0.014112586476667995]
6;[578, 141, 0.014094621866914271]
6;[579, 89, 0.01408719758919848]
6;[580, 1222, 0.014031559789260222]
6;[581, 597, 0.014020559238550164]
6;[582, 248, 0.01399555737716028]
6;[583, 561, 0.01393817692051618]
6;[584, 415, 0.013933808409648252]
6;[585, 424, 0.013871296359124454]
6;[586, 1158, 0.013858546172040714]
6;[587, 313, 0.013824770860450869]
6;[588, 1182, 0.013802609930987322]
6;[589, 853, 0.013800735356995998]
6;[590, 946, 0.013768615107195695]
6;[591, 143, 0.013724043719101369]
6;[592, 751, 0.013714357020468002]
6;[593, 984, 0.01371125859250822]
6;[594, 1092, 0.013664967882642305]
6;[595, 118, 0.01361765153510276]
6;[596, 1173, 0.01348664250000027]
6;[597, 895, 0.013476290081865683]
6;[598, 662, 0.013462146826513739]
6;[599, 572, 0.013378781798817907]
6;[600, 588, 0.013297494220759806]
6;[601, 382, 0.013191468110661589]
6;[602, 144, 0.013123753430644067]
6;[603, 632, 0.013087035618261984]
6;[604, 278, 0.013066198060303161]
6;[605, 573, 0.013054534354671762]
6;[606, 1142, 0.012983032583839229]
6;[607, 625, 0.012924127291515604]
6;[608, 658, 0.012848722592209998]
6;[609, 807, 0.012786668650498227]
6;[610, 279, 0.012638850231861225]
6;[611, 83, 0.012552576719406962]
6;[612, 812, 0.012544143273066211]
6;[613, 811, 0.012538093643208232]
6;[614, 404, 0.012534326896600246]
6;[615, 1177, 0.012487196500665529]
6;[616, 850, 0.012480640084638124]
6;[617, 786, 0.012459285266549337]
6;[618, 236, 0.012454569683797769]
6;[619, 266, 0.012380993727950594]
6;[620, 1148, 0.0122484560568804]
6;[621, 185, 0.012235098500457382]
6;[622, 586, 0.012094581200544586]
6;[623, 930, 0.012054071854364976]
6;[624, 741, 0.011948735273698411]
6;[625, 1014, 0.011948322726725231]
6;[626, 322, 0.011903268242039253]
6;[627, 1146, 0.011832336844929844]
6;[628, 1039, 0.011827491379891381]
6;[629, 829, 0.011796435749692817]
6;[630, 748, 0.011674428817280409]
6;[631, 525, 0.011616257204561607]
6;[632, 260, 0.01154084235500984]
6;[633, 1213, 0.011352613495377162]
6;[634, 175, 0.011344167214651348]
6;[635, 1002, 0.011337699979080377]
6;[636, 628, 0.011294982810146698]
6;[637, 485, 0.011281269231767543]
6;[638, 828, 0.011213823333164487]
6;[639, 1214, 0.011198507747582676]
6;[640, 1125, 0.01118029953896821]
6;[641, 1057, 0.011172011910828599]
6;[642, 997, 0.011119872791557388]
6;[643, 574, 0.011101010963893748]
6;[644, 881, 0.011083306896454875]
6;[645, 671, 0.011001537319540556]
6;[646, 51, 0.010845536704679797]
6;[647, 526, 0.010649320016748415]
6;[648, 1190, 0.010530898147547287]
6;[649, 968, 0.01042205608080033]
6;[650, 665, 0.010364280613532841]
6;[651, 571, 0.010346385297183631]
6;[652, 235, 0.010330944706506811]
6;[653, 780, 0.01024383925639003]
6;[654, 1160, 0.010222869406416498]
6;[655, 902, 0.010217553632955107]
6;[656, 204, 0.010175063923312239]
6;[657, 704, 0.010162279264772707]
6;[658, 126, 0.010094746216776132]
6;[659, 655, 0.010012776164864432]
6;[660, 1237, 0.00989713965878269]
6;[661, 1083, 0.009894857077812312]
6;[662, 949, 0.009871481978924457]
6;[663, 104, 0.009795971930335538]
6;[664, 170, 0.009789821628410415]
6;[665, 39, 0.009775564486066708]
6;[666, 833, 0.009772614973529263]
6;[667, 335, 0.009713809905191113]
6;[668, 740, 0.009701979641239573]
6;[669, 280, 0.009621691068025223]
6;[670, 534, 0.009593208388982949]
6;[671, 877, 0.009578464938769314]
6;[672, 819, 0.009531823722600271]
6;[673, 520, 0.009530166657306147]
6;[674, 646, 0.009427773336436353]
6;[675, 10, 0.009380419309975272]
6;[676, 1143, 0.009315685964197327]
6;[677, 1216, 0.009244068352602872]
6;[678, 357, 0.009154211050599626]
6;[679, 610, 0.009139399708677122]
6;[680, 739, 0.008988727953184577]
6;[681, 1204, 0.00896818634424205]
6;[682, 1007, 0.008911653123948923]
6;[683, 834, 0.008904301571285092]
6;[684, 301, 0.008823608694637114]
6;[685, 954, 0.008819574530146318]
6;[686, 48, 0.008800084559123601]
6;[687, 623, 0.008780726522881456]
6;[688, 273, 0.008742538723849417]
6;[689, 121, 0.008727434627026473]
6;[690, 972, 0.008706029738933323]
6;[691, 431, 0.008571333859056956]
6;[692, 692, 0.008501407679803471]
6;[693, 191, 0.008495892353401766]
6;[694, 262, 0.00848775063358613]
6;[695, 530, 0.008430920530094779]
6;[696, 985, 0.008426548960771931]
6;[697, 746, 0.008384756879199423]
6;[698, 1054, 0.008360755856656372]
6;[699, 420, 0.008360041762343971]
6;[700, 1025, 0.0083228916759146]
6;[701, 184, 0.008310218242859572]
6;[702, 1018, 0.008296901279478547]
6;[703, 306, 0.008283211080450478]
6;[704, 1024, 0.00828039572118386]
6;[705, 480, 0.008239495388853501]
6;[706, 851, 0.008135877102761124]
6;[707, 402, 0.008057703807799538]
6;[708, 934, 0.007993845782974207]
6;[709, 764, 0.00798895036588012]
6;[710, 217, 0.007969475440264497]
6;[711, 210, 0.007952509963378892]
6;[712, 715, 0.007923586651742153]
6;[713, 42, 0.007821757347729899]
6;[714, 1060, 0.007774853394151707]
6;[715, 772, 0.007675919347426308]
6;[716, 826, 0.0076629827515372045]
6;[717, 167, 0.007591759963315549]
6;[718, 639, 0.0075568719132146365]
6;[719, 231, 0.007549057384710621]
6;[720, 776, 0.007542047489906709]
6;[721, 874, 0.007508539784046251]
6;[722, 745, 0.007500406416545169]
6;[723, 916, 0.007406032911007688]
6;[724, 1114, 0.0073256962332937684]
6;[725, 636, 0.007273165030814232]
6;[726, 390, 0.007263532333737062]
6;[727, 793, 0.007232519632745125]
6;[728, 113, 0.007135184773637977]
6;[729, 64, 0.007114916293284207]
6;[730, 1015, 0.007091407338250555]
6;[731, 567, 0.007067263231558966]
6;[732, 1082, 0.0070571043106007585]
6;[733, 1126, 0.007027387575850778]
6;[734, 903, 0.007010775544989999]
6;[735, 407, 0.0069854255144699675]
6;[736, 477, 0.006967163473822924]
6;[737, 700, 0.006908529067433313]
6;[738, 26, 0.006895938058952501]
6;[739, 752, 0.006891658244569479]
6;[740, 1132, 0.006858348950765452]
6;[741, 683, 0.006858295610373934]
6;[742, 68, 0.006850147581223503]
6;[743, 339, 0.006823616927070845]
6;[744, 227, 0.006771229368647079]
6;[745, 391, 0.0066145515476060965]
6;[746, 182, 0.00652771569226174]
6;[747, 687, 0.006493465012301883]
6;[748, 1058, 0.006458129696233043]
6;[749, 859, 0.0064566325735085335]
6;[750, 883, 0.0064243791752453825]
6;[751, 650, 0.006399211028117132]
6;[752, 1189, 0.006389711985735657]
6;[753, 160, 0.006384356980118142]
6;[754, 254, 0.006286315831022018]
6;[755, 736, 0.006282958721689869]
6;[756, 929, 0.00625249689567328]
6;[757, 931, 0.006233963435338708]
6;[758, 591, 0.0062070120019813305]
6;[759, 1147, 0.0062059378967753535]
6;[760, 433, 0.006185541148901508]
6;[761, 1239, 0.006144184234275444]
6;[762, 1124, 0.006132365012346039]
6;[763, 177, 0.006118919600687442]
6;[764, 884, 0.006105123675206856]
6;[765, 649, 0.0060915771200602525]
6;[766, 863, 0.006090467385335861]
6;[767, 759, 0.006079974152389921]
6;[768, 361, 0.006064274948886189]
6;[769, 130, 0.006049236557800095]
6;[770, 657, 0.006011419702905693]
6;[771, 889, 0.00599505428656979]
6;[772, 310, 0.005991849950252716]
6;[773, 21, 0.005980185063153945]
6;[774, 808, 0.005959556296392599]
6;[775, 727, 0.005933592809395851]
6;[776, 967, 0.005912463693609745]
6;[777, 233, 0.0059044908861903105]
6;[778, 230, 0.005891216997571446]
6;[779, 474, 0.005883727414498557]
6;[780, 528, 0.005874038950746831]
6;[781, 409, 0.005863398166467547]
6;[782, 706, 0.005861372025644605]
6;[783, 88, 0.005859074971108209]
6;[784, 156, 0.005857290187533156]
6;[785, 770, 0.005854880246879527]
6;[786, 449, 0.005852434467025643]
6;[787, 608, 0.005817999711320626]
6;[788, 599, 0.0058024542443541475]
6;[789, 12, 0.005800057410500869]
6;[790, 164, 0.005797150598810215]
6;[791, 1141, 0.0057762638067551]
6;[792, 670, 0.005766801381090617]
6;[793, 222, 0.005761351968268406]
6;[794, 583, 0.005751709372279665]
6;[795, 408, 0.005732047362945438]
6;[796, 82, 0.005731776240397534]
6;[797, 983, 0.005715967702018467]
6;[798, 618, 0.005700004919572277]
6;[799, 775, 0.005690093778423952]
6;[800, 1212, 0.005688833603481463]
6;[801, 1134, 0.005675931431817569]
6;[802, 897, 0.005669216895822281]
6;[803, 1056, 0.005662661935384117]
6;[804, 1, 0.005662446458386625]
6;[805, 1198, 0.0056574295326897546]
6;[806, 1077, 0.005628512039856247]
6;[807, 992, 0.005614921068630017]
6;[808, 255, 0.005596666822271917]
6;[809, 728, 0.005596178848524477]
6;[810, 942, 0.00559434017449679]
6;[811, 50, 0.005591366120069189]
6;[812, 873, 0.0055527283718428]
6;[813, 245, 0.0055234795237993056]
6;[814, 410, 0.005517850258477451]
6;[815, 598, 0.005515609773181561]
6;[816, 640, 0.005509345701501982]
6;[817, 1223, 0.005503976814170289]
6;[818, 995, 0.005489609304106411]
6;[819, 196, 0.005465425332828123]
6;[820, 594, 0.005410429647557184]
6;[821, 155, 0.005396342331340215]
6;[822, 472, 0.0053913163537719815]
6;[823, 579, 0.005389849850819328]
6;[824, 843, 0.005388327958838427]
6;[825, 274, 0.005361860868129279]
6;[826, 952, 0.005356991437005311]
6;[827, 232, 0.005347289242876209]
6;[828, 1174, 0.005342855802362219]
6;[829, 1074, 0.005333144770924744]
6;[830, 65, 0.005321891522437525]
6;[831, 1062, 0.005319802649400512]
6;[832, 1113, 0.005307643231032035]
6;[833, 349, 0.005219004214252109]
6;[834, 1073, 0.005218808013922626]
6;[835, 757, 0.005195731715950051]
6;[836, 732, 0.005175500118586629]
6;[837, 1108, 0.005174403062877182]
6;[838, 1101, 0.005170559878719161]
6;[839, 446, 0.0051606511058136665]
6;[840, 862, 0.00514280207045064]
6;[841, 396, 0.005138335350515456]
6;[842, 271, 0.005128538624052707]
6;[843, 769, 0.005109346303138796]
6;[844, 616, 0.005096510180814233]
6;[845, 832, 0.0050893005066364825]
6;[846, 672, 0.005082499370111213]
6;[847, 332, 0.005080680406514017]
6;[848, 784, 0.005080514773755661]
6;[849, 5, 0.005079850876909933]
6;[850, 1010, 0.0050790343350991625]
6;[851, 15, 0.005078983540998032]
6;[852, 212, 0.0050493157954500135]
6;[853, 872, 0.005047378885688113]
6;[854, 72, 0.005029742071561353]
6;[855, 569, 0.005021569721893385]
6;[856, 22, 0.00499696996722207]
6;[857, 1037, 0.004966951204665585]
6;[858, 84, 0.0049406457333543334]
6;[859, 176, 0.004939133293760314]
6;[860, 737, 0.004938191974069106]
6;[861, 605, 0.0049262039156492]
6;[862, 1131, 0.004910696845837029]
6;[863, 1070, 0.004910526719305638]
6;[864, 470, 0.0049098212251448056]
6;[865, 372, 0.0048909136104371975]
6;[866, 234, 0.004876736521728585]
6;[867, 953, 0.00485887656225551]
6;[868, 937, 0.004857058402703734]
6;[869, 178, 0.0048468551548005645]
6;[870, 1021, 0.0048436734432409515]
6;[871, 913, 0.004833682776865337]
6;[872, 244, 0.004820685967419832]
6;[873, 228, 0.004802551404267078]
6;[874, 1232, 0.0048013326835]
6;[875, 383, 0.004799377894104052]
6;[876, 209, 0.004796782744992445]
6;[877, 668, 0.0047892149969773964]
6;[878, 539, 0.004771066143819442]
6;[879, 1195, 0.004767485954939185]
6;[880, 582, 0.004764229018214877]
6;[881, 896, 0.0047641997103135105]
6;[882, 886, 0.004763682654728921]
6;[883, 601, 0.004752474916517944]
6;[884, 803, 0.004742242691408456]
6;[885, 259, 0.004733101642767562]
6;[886, 181, 0.004730977077222231]
6;[887, 19, 0.004720545976970648]
6;[888, 607, 0.004720500528088676]
6;[889, 1068, 0.004717319708944128]
6;[890, 238, 0.004717055138662054]
6;[891, 1140, 0.004715226338960509]
6;[892, 800, 0.004712837921199589]
6;[893, 750, 0.004708366205975051]
6;[894, 1075, 0.0047022031330861205]
6;[895, 183, 0.004701474181212215]
6;[896, 136, 0.004699834680896342]
6;[897, 714, 0.004694566875114638]
6;[898, 1116, 0.004687136013396077]
6;[899, 947, 0.004669846155991908]
6;[900, 613, 0.004666303292977231]
6;[901, 219, 0.004657558456270434]
6;[902, 1052, 0.00464218939749585]
6;[903, 125, 0.004636279406601296]
6;[904, 443, 0.004625766954594812]
6;[905, 587, 0.004622599564731653]
6;[906, 422, 0.0046219680312812265]
6;[907, 1129, 0.004620385021666871]
6;[908, 725, 0.004618219501912181]
6;[909, 286, 0.00460526420937159]
6;[910, 1127, 0.004580418418771408]
6;[911, 445, 0.004566416324689775]
6;[912, 919, 0.004564158730812687]
6;[913, 1046, 0.00456023395768917]
6;[914, 841, 0.004553184952057561]
6;[915, 788, 0.004548591578280982]
6;[916, 327, 0.004539443633166709]
6;[917, 518, 0.0045307205618691695]
6;[918, 69, 0.004522212480266983]
6;[919, 267, 0.004518624621923491]
6;[920, 659, 0.004515563801947634]
6;[921, 486, 0.004497884533261851]
6;[922, 688, 0.004471053570654005]
6;[923, 855, 0.004435964432574623]
6;[924, 368, 0.0044318836255496435]
6;[925, 487, 0.004425363591482378]
6;[926, 252, 0.004423676364389703]
6;[927, 1218, 0.0044138191651019315]
6;[928, 842, 0.004388409655910273]
