QueryNumber;List
17;[741, 931, 0.007566799938825138]
17;[742, 1147, 0.007525118902725384]
17;[743, 591, 0.0074990039613876515]
17;[744, 310, 0.007441342795686249]
17;[745, 361, 0.007416127910618869]
17;[746, 567, 0.007403628662622807]
17;[747, 970, 0.007382734200445222]
17;[748, 255, 0.007379737142138103]
17;[749, 27, 0.007343148580987783]
17;[750, 590, 0.007305507047482145]
17;[751, 154, 0.007298080317105835]
17;[752, 169, 0.007297376059848887]
17;[753, 1056, 0.007261154925507022]
17;[754, 156, 0.0072399915622343046]
17;[755, 80, 0.007238115287719023]
17;[756, 929, 0.007165114354636761]
17;[757, 409, 0.007153404745318341]
17;[758, 160, 0.007123110802866977]
17;[759, 1134, 0.007121566718350104]
17;[760, 408, 0.007121135661177042]
17;[761, 177, 0.007061006702934154]
17;[762, 992, 0.007060970292206477]
17;[763, 237, 0.007009133211095199]
17;[764, 1239, 0.006959426244880982]
17;[765, 608, 0.0069576609791717]
17;[766, 1077, 0.006953467091934953]
17;[767, 528, 0.006952412262801053]
17;[768, 232, 0.006915329036537544]
17;[769, 274, 0.00690096821729822]
17;[770, 594, 0.006894986920311056]
17;[771, 1141, 0.006887181798512286]
17;[772, 164, 0.006886090070978371]
17;[773, 82, 0.006884824058862008]
17;[774, 1198, 0.006860719931359694]
17;[775, 677, 0.006845279975593137]
17;[776, 1083, 0.006828107619110114]
17;[777, 369, 0.006760504414322624]
17;[778, 271, 0.006756861502343646]
17;[779, 1009, 0.0067510550206762825]
17;[780, 873, 0.006750337402844116]
17;[781, 670, 0.006727892649980884]
17;[782, 728, 0.0067236387470934545]
17;[783, 579, 0.006706859867742321]
17;[784, 230, 0.006685545191577323]
17;[785, 245, 0.006685489557238344]
17;[786, 651, 0.006685352853906425]
17;[787, 706, 0.006681977379277422]
17;[788, 1111, 0.006680155151319101]
17;[789, 196, 0.0066663029552432845]
17;[790, 983, 0.006664250515469498]
17;[791, 618, 0.006645919595748502]
17;[792, 166, 0.006636000615278475]
17;[793, 889, 0.0066229328835687]
17;[794, 50, 0.0066168634640181]
17;[795, 119, 0.006548051046490219]
17;[796, 640, 0.006533406945073135]
17;[797, 598, 0.006511066394543965]
17;[798, 479, 0.006507712909370227]
17;[799, 472, 0.006497094481361737]
17;[800, 865, 0.006488266143128442]
17;[801, 1223, 0.006480749861813621]
17;[802, 1, 0.00647427962095357]
17;[803, 1102, 0.006460491309687762]
17;[804, 195, 0.006382287983759065]
17;[805, 995, 0.006367507171021862]
17;[806, 569, 0.006344609331254803]
17;[807, 446, 0.006334977491997406]
17;[808, 784, 0.006299571879561484]
17;[809, 1010, 0.006287122207403704]
17;[810, 862, 0.006285937702643113]
17;[811, 1108, 0.0062288924892012]
17;[812, 555, 0.006224149763415989]
17;[813, 410, 0.006221592609121051]
17;[814, 212, 0.0062147693705382236]
17;[815, 1073, 0.006178070512694088]
17;[816, 65, 0.006177287925940928]
17;[817, 15, 0.006128721304179663]
17;[818, 1131, 0.006123410185913923]
17;[819, 577, 0.006109715598016285]
17;[820, 668, 0.0061017449566887795]
17;[821, 253, 0.006097970056347462]
17;[822, 630, 0.006090126647694682]
17;[823, 155, 0.006031483965167509]
17;[824, 836, 0.00602555702045116]
17;[825, 1227, 0.006007004134035324]
17;[826, 695, 0.006001084377342717]
17;[827, 22, 0.00599987350891021]
17;[828, 832, 0.005996930793480869]
17;[829, 605, 0.0059896091270393165]
17;[830, 228, 0.005987010915741101]
17;[831, 556, 0.0059866438095723985]
17;[832, 1074, 0.005977902956266204]
17;[833, 1068, 0.005963632474432486]
17;[834, 952, 0.005950201523197654]
17;[835, 183, 0.005935195100873678]
17;[836, 769, 0.00591822908488394]
17;[837, 1104, 0.005915184212790246]
17;[838, 896, 0.005908932450819806]
17;[839, 1021, 0.005897061569852051]
17;[840, 372, 0.005832147439422124]
17;[841, 732, 0.005822898328116877]
17;[842, 341, 0.005784915167345393]
17;[843, 805, 0.005782353447940751]
17;[844, 937, 0.0057786243694124394]
17;[845, 757, 0.005772844373978584]
17;[846, 219, 0.00576743207305955]
17;[847, 352, 0.005758660032470412]
17;[848, 947, 0.0057496254590205164]
17;[849, 841, 0.0057418458680655255]
17;[850, 383, 0.00573712465223245]
17;[851, 178, 0.0057260333664327385]
17;[852, 919, 0.005710157716000859]
17;[853, 181, 0.005689296885007553]
17;[854, 1095, 0.005686714887082826]
17;[855, 1116, 0.005685130217357221]
17;[856, 582, 0.005681335483361855]
17;[857, 803, 0.005661436986192389]
17;[858, 976, 0.005636755323216191]
17;[859, 340, 0.005627578327122558]
17;[860, 1232, 0.005620695773293067]
17;[861, 587, 0.005613172252911745]
17;[862, 886, 0.005606100006964337]
17;[863, 252, 0.005602699182827135]
17;[864, 1127, 0.005594068638920415]
17;[865, 848, 0.005580612503316603]
17;[866, 176, 0.005522284670558985]
17;[867, 259, 0.005520463133244703]
17;[868, 486, 0.005505608536565361]
17;[869, 1046, 0.005504304203830841]
17;[870, 855, 0.005464926582063146]
17;[871, 346, 0.005453246600578562]
17;[872, 317, 0.005446488506402361]
17;[873, 778, 0.005437583188823189]
17;[874, 842, 0.005435105877858353]
17;[875, 290, 0.005415441686192247]
17;[876, 518, 0.00541164953561344]
17;[877, 286, 0.005396872815863331]
17;[878, 308, 0.005389291303247854]
17;[879, 661, 0.005387387964889341]
17;[880, 6, 0.005320650404520652]
17;[881, 509, 0.0053017415909874105]
17;[882, 1110, 0.005287762318922531]
17;[883, 1030, 0.0052638506408272025]
17;[884, 539, 0.005249331568008135]
17;[885, 368, 0.005248175751821548]
17;[886, 445, 0.005222867825478637]
17;[887, 503, 0.005180706265678233]
17;[888, 1048, 0.005127199788453032]
17;[889, 1191, 0.005121120245152544]
17;[890, 1051, 0.005100767232434454]
17;[891, 23, 0.005073792024323334]
17;[892, 393, 0.005068856116368637]
17;[893, 743, 0.0050680900305119375]
17;[894, 364, 0.005067566531461225]
17;[895, 351, 0.005059333658537506]
17;[896, 519, 0.005058713117536129]
17;[897, 7, 0.0050274499665318665]
17;[898, 261, 0.004971506087181288]
17;[899, 163, 0.0049283067180265335]
17;[900, 604, 0.004923445668558533]
17;[901, 1065, 0.004919890378468297]
17;[902, 622, 0.004908158114085441]
17;[903, 447, 0.004899449193595591]
17;[904, 188, 0.004891744395121763]
17;[905, 111, 0.0048647254776421]
17;[906, 363, 0.004855347599139044]
17;[907, 100, 0.004842588268920384]
17;[908, 463, 0.004840447921973716]
17;[909, 675, 0.004804221774843057]
17;[910, 1119, 0.004797141436779892]
17;[911, 98, 0.004779117839603845]
17;[912, 377, 0.004773622975285817]
17;[913, 34, 0.0047694377257169965]
17;[914, 440, 0.00475509653962604]
17;[915, 77, 0.004729220843015383]
17;[916, 876, 0.004727877957295429]
17;[917, 24, 0.004717927020826746]
17;[918, 400, 0.004709614614138978]
17;[919, 304, 0.004704462790196736]
17;[920, 342, 0.004701242184022232]
17;[921, 47, 0.004697781280489426]
17;[922, 123, 0.004675603398049511]
17;[923, 40, 0.004660999967886543]
17;[924, 1038, 0.0045884014984228115]
17;[925, 606, 0.0045790910174346045]
17;[926, 653, 0.00456312014199377]
17;[927, 30, 0.004521697893401772]
17;[928, 686, 0.0045198592206524175]
17;[929, 795, 0.004511018025981847]
17;[930, 8, 0.004473819276059884]
17;[931, 172, 0.004465295254052247]
17;[932, 1138, 0.004450680528076385]
17;[933, 702, 0.004434652960205701]
17;[934, 134, 0.004407495030565703]
17;[935, 1041, 0.004394772834221087]
17;[936, 505, 0.004349009182390424]
17;[937, 149, 0.004323749902522822]
17;[938, 1003, 0.004282536225463714]
17;[939, 885, 0.0042400903976274095]
17;[940, 890, 0.004230951433866787]
17;[941, 612, 0.0041896077625431655]
17;[942, 348, 0.004181563279646173]
17;[943, 710, 0.004168516768894213]
17;[944, 429, 0.0041388787427976675]
17;[945, 1047, 0.004123567089115185]
17;[946, 325, 0.004109877357475164]
17;[947, 268, 0.004082451207359277]
17;[948, 703, 0.004079936743187772]
17;[949, 416, 0.004042543848140239]
17;[950, 467, 0.003930228546911624]
17;[951, 667, 0.0038976122230006322]
17;[952, 360, 0.003892606570907126]
17;[953, 1086, 0.0038840484491413085]
17;[954, 521, 0.003876598956952055]
17;[955, 281, 0.0038758408627886216]
17;[956, 263, 0.0038316832247151083]
17;[957, 215, 0.003553583354472599]
17;[958, 1085, 0.003381805646999926]
17;[959, 9, 0.0]
17;[960, 10, 0.0]
17;[961, 12, 0.0]
17;[962, 16, 0.0]
17;[963, 20, 0.0]
17;[964, 28, 0.0]
17;[965, 29, 0.0]
17;[966, 32, 0.0]
17;[967, 35, 0.0]
17;[968, 41, 0.0]
17;[969, 44, 0.0]
17;[970, 45, 0.0]
17;[971, 46, 0.0]
17;[972, 54, 0.0]
17;[973, 56, 0.0]
17;[974, 58, 0.0]
17;[975, 60, 0.0]
17;[976, 66, 0.0]
17;[977, 69, 0.0]
17;[978, 70, 0.0]
17;[979, 71, 0.0]
17;[980, 73, 0.0]
17;[981, 75, 0.0]
17;[982, 76, 0.0]
17;[983, 78, 0.0]
17;[984, 81, 0.0]
17;[985, 86, 0.0]
17;[986, 91, 0.0]
17;[987, 94, 0.0]
17;[988, 97, 0.0]
17;[989, 99, 0.0]
17;[990, 103, 0.0]
17;[991, 105, 0.0]
17;[992, 109, 0.0]
17;[993, 112, 0.0]
17;[994, 114, 0.0]
17;[995, 115, 0.0]
17;[996, 116, 0.0]
17;[997, 117, 0.0]
17;[998, 120, 0.0]
17;[999, 127, 0.0]
17;[1000, 133, 0.0]
17;[1001, 136, 0.0]
17;[1002, 138, 0.0]
17;[1003, 145, 0.0]
17;[1004, 157, 0.0]
17;[1005, 158, 0.0]
17;[1006, 162, 0.0]
17;[1007, 171, 0.0]
17;[1008, 180, 0.0]
17;[1009, 192, 0.0]
17;[1010, 194, 0.0]
17;[1011, 198, 0.0]
17;[1012, 202, 0.0]
17;[1013, 214, 0.0]
17;[1014, 216, 0.0]
17;[1015, 239, 0.0]
17;[1016, 240, 0.0]
17;[1017, 247, 0.0]
17;[1018, 249, 0.0]
17;[1019, 256, 0.0]
17;[1020, 257, 0.0]
17;[1021, 262, 0.0]
17;[1022, 264, 0.0]
17;[1023, 267, 0.0]
17;[1024, 270, 0.0]
17;[1025, 275, 0.0]
17;[1026, 276, 0.0]
17;[1027, 277, 0.0]
17;[1028, 285, 0.0]
17;[1029, 294, 0.0]
17;[1030, 299, 0.0]
17;[1031, 300, 0.0]
17;[1032, 309, 0.0]
17;[1033, 318, 0.0]
17;[1034, 319, 0.0]
17;[1035, 321, 0.0]
17;[1036, 324, 0.0]
17;[1037, 328, 0.0]
17;[1038, 331, 0.0]
17;[1039, 338, 0.0]
17;[1040, 343, 0.0]
17;[1041, 344, 0.0]
17;[1042, 350, 0.0]
17;[1043, 353, 0.0]
17;[1044, 354, 0.0]
17;[1045, 356, 0.0]
17;[1046, 365, 0.0]
17;[1047, 373, 0.0]
17;[1048, 374, 0.0]
17;[1049, 376, 0.0]
17;[1050, 381, 0.0]
17;[1051, 384, 0.0]
17;[1052, 385, 0.0]
17;[1053, 388, 0.0]
17;[1054, 395, 0.0]
17;[1055, 399, 0.0]
17;[1056, 403, 0.0]
17;[1057, 406, 0.0]
17;[1058, 412, 0.0]
17;[1059, 417, 0.0]
17;[1060, 423, 0.0]
17;[1061, 426, 0.0]
17;[1062, 433, 0.0]
17;[1063, 434, 0.0]
17;[1064, 444, 0.0]
17;[1065, 448, 0.0]
17;[1066, 450, 0.0]
17;[1067, 456, 0.0]
17;[1068, 464, 0.0]
17;[1069, 470, 0.0]
17;[1070, 474, 0.0]
17;[1071, 476, 0.0]
17;[1072, 477, 0.0]
17;[1073, 481, 0.0]
17;[1074, 483, 0.0]
17;[1075, 491, 0.0]
17;[1076, 492, 0.0]
17;[1077, 498, 0.0]
17;[1078, 500, 0.0]
17;[1079, 504, 0.0]
17;[1080, 507, 0.0]
17;[1081, 511, 0.0]
17;[1082, 514, 0.0]
17;[1083, 516, 0.0]
17;[1084, 531, 0.0]
17;[1085, 533, 0.0]
17;[1086, 537, 0.0]
17;[1087, 544, 0.0]
17;[1088, 545, 0.0]
17;[1089, 547, 0.0]
17;[1090, 557, 0.0]
17;[1091, 558, 0.0]
17;[1092, 560, 0.0]
17;[1093, 578, 0.0]
17;[1094, 580, 0.0]
17;[1095, 581, 0.0]
17;[1096, 593, 0.0]
17;[1097, 600, 0.0]
17;[1098, 609, 0.0]
17;[1099, 619, 0.0]
17;[1100, 620, 0.0]
17;[1101, 621, 0.0]
17;[1102, 627, 0.0]
17;[1103, 637, 0.0]
17;[1104, 642, 0.0]
17;[1105, 644, 0.0]
17;[1106, 649, 0.0]
17;[1107, 654, 0.0]
17;[1108, 656, 0.0]
17;[1109, 664, 0.0]
17;[1110, 674, 0.0]
17;[1111, 678, 0.0]
17;[1112, 679, 0.0]
17;[1113, 681, 0.0]
17;[1114, 699, 0.0]
17;[1115, 701, 0.0]
17;[1116, 708, 0.0]
17;[1117, 714, 0.0]
17;[1118, 718, 0.0]
17;[1119, 720, 0.0]
17;[1120, 721, 0.0]
17;[1121, 723, 0.0]
17;[1122, 724, 0.0]
17;[1123, 744, 0.0]
17;[1124, 756, 0.0]
17;[1125, 759, 0.0]
17;[1126, 760, 0.0]
17;[1127, 761, 0.0]
17;[1128, 763, 0.0]
17;[1129, 768, 0.0]
17;[1130, 773, 0.0]
17;[1131, 779, 0.0]
17;[1132, 781, 0.0]
17;[1133, 783, 0.0]
17;[1134, 787, 0.0]
17;[1135, 788, 0.0]
17;[1136, 789, 0.0]
17;[1137, 792, 0.0]
17;[1138, 799, 0.0]
17;[1139, 801, 0.0]
17;[1140, 808, 0.0]
17;[1141, 814, 0.0]
17;[1142, 817, 0.0]
17;[1143, 820, 0.0]
17;[1144, 821, 0.0]
17;[1145, 824, 0.0]
17;[1146, 825, 0.0]
17;[1147, 827, 0.0]
17;[1148, 834, 0.0]
17;[1149, 835, 0.0]
17;[1150, 846, 0.0]
17;[1151, 857, 0.0]
17;[1152, 861, 0.0]
17;[1153, 866, 0.0]
17;[1154, 868, 0.0]
17;[1155, 872, 0.0]
17;[1156, 880, 0.0]
17;[1157, 893, 0.0]
17;[1158, 908, 0.0]
17;[1159, 909, 0.0]
17;[1160, 910, 0.0]
17;[1161, 921, 0.0]
17;[1162, 927, 0.0]
17;[1163, 933, 0.0]
17;[1164, 935, 0.0]
17;[1165, 938, 0.0]
17;[1166, 941, 0.0]
17;[1167, 948, 0.0]
17;[1168, 966, 0.0]
17;[1169, 974, 0.0]
17;[1170, 979, 0.0]
17;[1171, 980, 0.0]
17;[1172, 990, 0.0]
17;[1173, 991, 0.0]
17;[1174, 994, 0.0]
17;[1175, 996, 0.0]
17;[1176, 1004, 0.0]
17;[1177, 1006, 0.0]
17;[1178, 1013, 0.0]
17;[1179, 1015, 0.0]
17;[1180, 1018, 0.0]
17;[1181, 1020, 0.0]
17;[1182, 1022, 0.0]
17;[1183, 1031, 0.0]
17;[1184, 1061, 0.0]
17;[1185, 1063, 0.0]
17;[1186, 1064, 0.0]
17;[1187, 1072, 0.0]
17;[1188, 1079, 0.0]
17;[1189, 1080, 0.0]
17;[1190, 1084, 0.0]
17;[1191, 1094, 0.0]
17;[1192, 1097, 0.0]
17;[1193, 1098, 0.0]
17;[1194, 1109, 0.0]
17;[1195, 1113, 0.0]
17;[1196, 1121, 0.0]
17;[1197, 1122, 0.0]
17;[1198, 1123, 0.0]
17;[1199, 1144, 0.0]
17;[1200, 1153, 0.0]
17;[1201, 1176, 0.0]
17;[1202, 1184, 0.0]
17;[1203, 1189, 0.0]
17;[1204, 1193, 0.0]
17;[1205, 1194, 0.0]
17;[1206, 1196, 0.0]
17;[1207, 1208, 0.0]
17;[1208, 1212, 0.0]
17;[1209, 1219, 0.0]
17;[1210, 1221, 0.0]
17;[1211, 1228, 0.0]
17;[1212, 1229, 0.0]
17;[1213, 1230, 0.0]
17;[1214, 1231, 0.0]
17;[1215, 1236, 0.0]
18;[1, 1016, 0.1404423477976619]
18;[2, 992, 0.13386973953835288]
18;[3, 129, 0.1036999155296183]
18;[4, 291, 0.10325862404280241]
18;[5, 313, 0.1002794373353789]
18;[6, 656, 0.09766287912018419]
18;[7, 924, 0.0971004250109615]
18;[8, 688, 0.09254647820323686]
18;[9, 1215, 0.09149101782390058]
18;[10, 185, 0.08807800608275311]
18;[11, 993, 0.08229845164411256]
18;[12, 810, 0.08198233085451781]
18;[13, 1158, 0.08178300049629394]
18;[14, 844, 0.08000352623076736]
18;[15, 292, 0.07994724023919433]
18;[16, 153, 0.07912554024353624]
18;[17, 282, 0.07439845718448107]
18;[18, 227, 0.07420205526978679]
18;[19, 676, 0.07410969173181507]
18;[20, 1168, 0.0729064480301058]
18;[21, 900, 0.07253782728288909]
18;[22, 157, 0.07190135971158218]
18;[23, 963, 0.07149110618383651]
18;[24, 540, 0.07068976489897807]
18;[25, 1012, 0.07064901497157211]
18;[26, 156, 0.06949620185764858]
18;[27, 1107, 0.06862483543446535]
18;[28, 994, 0.06634637463820121]
18;[29, 266, 0.06615312022357121]
18;[30, 82, 0.06608697239992517]
18;[31, 205, 0.06419706508071801]
18;[32, 1162, 0.06413870558301088]
18;[33, 657, 0.06317564635994231]
18;[34, 767, 0.0626736678932096]
18;[35, 323, 0.06219212282835511]
18;[36, 232, 0.0617748668774178]
18;[37, 510, 0.06106412901524381]
18;[38, 925, 0.05983560435228441]
18;[39, 1013, 0.05846110523218737]
18;[40, 888, 0.05714949769669619]
18;[41, 369, 0.056587145236311816]
18;[42, 946, 0.0564536184900015]
18;[43, 438, 0.05544908740847158]
18;[44, 616, 0.05538840538580652]
18;[45, 424, 0.05521651383266757]
18;[46, 474, 0.05478303254338825]
18;[47, 806, 0.054514024972590315]
18;[48, 195, 0.0534213773031207]
18;[49, 642, 0.05271570839856748]
18;[50, 658, 0.05230374492826187]
18;[51, 725, 0.05204976159072178]
18;[52, 89, 0.051794622866816346]
18;[53, 1101, 0.05153595154631711]
18;[54, 991, 0.05149069190626036]
18;[55, 816, 0.05087640236412631]
18;[56, 696, 0.05021985641873903]
18;[57, 760, 0.049911603003869695]
18;[58, 813, 0.04965676411432415]
18;[59, 1087, 0.04880095076175816]
18;[60, 278, 0.04826401729873702]
18;[61, 919, 0.04815165402941556]
18;[62, 181, 0.047975742335428374]
18;[63, 1116, 0.04794060636386105]
18;[64, 1095, 0.04759925317866908]
18;[65, 456, 0.04757483686802464]
18;[66, 395, 0.047570019207423625]
18;[67, 693, 0.046914410101984244]
18;[68, 935, 0.046655089311315415]
18;[69, 824, 0.0465192241714947]
18;[70, 1234, 0.045885074885467336]
18;[71, 835, 0.045706569926288965]
18;[72, 286, 0.04550983801060563]
18;[73, 661, 0.04509381053988956]
18;[74, 606, 0.0439543928935151]
18;[75, 208, 0.04352927819295043]
18;[76, 861, 0.042948181434878205]
18;[77, 146, 0.04275780956739758]
18;[78, 791, 0.04254374903866718]
18;[79, 220, 0.04233996215888086]
18;[80, 1033, 0.04194983432633562]
18;[81, 581, 0.04131980687236092]
18;[82, 762, 0.04125967240467399]
18;[83, 251, 0.040796477656996406]
18;[84, 224, 0.04067179186811869]
18;[85, 363, 0.04064049705864853]
18;[86, 326, 0.040584862714005326]
18;[87, 397, 0.0405411467644812]
18;[88, 377, 0.03995644112495696]
18;[89, 1161, 0.03962723835744243]
18;[90, 423, 0.039370320053690434]
18;[91, 641, 0.038529068085343884]
18;[92, 67, 0.03797560232431011]
18;[93, 629, 0.037846758572488384]
18;[94, 203, 0.03754745196003058]
18;[95, 8, 0.03744700774088286]
18;[96, 990, 0.037283448947802486]
18;[97, 1088, 0.03586496099681723]
18;[98, 879, 0.03518610468765635]
18;[99, 152, 0.03492593742851493]
18;[100, 660, 0.03451463858860257]
18;[101, 289, 0.034420382681362834]
18;[102, 550, 0.03311114855134285]
18;[103, 804, 0.03291827069844848]
18;[104, 450, 0.03244558679825024]
18;[105, 1159, 0.031900792360771674]
18;[106, 906, 0.031812110936468636]
18;[107, 545, 0.031742642330194415]
18;[108, 359, 0.03148865548377483]
18;[109, 1000, 0.031059473889608915]
18;[110, 197, 0.030967310646186488]
18;[111, 165, 0.03076750557109333]
18;[112, 419, 0.030715590941913375]
18;[113, 218, 0.030516850341284107]
18;[114, 866, 0.030264192182069456]
18;[115, 221, 0.029232401290376495]
18;[116, 211, 0.028886350172267556]
18;[117, 366, 0.02837800970424102]
18;[118, 427, 0.028361546619611475]
18;[119, 562, 0.02835078588770407]
18;[120, 337, 0.027622120213203073]
18;[121, 74, 0.027615413584421232]
18;[122, 1133, 0.027079572503923746]
18;[123, 523, 0.026759442054450352]
18;[124, 928, 0.026748555673890707]
18;[125, 1050, 0.02625091895818159]
18;[126, 711, 0.025974849676425864]
18;[127, 536, 0.02581632388060558]
18;[128, 915, 0.025792980604782963]
18;[129, 302, 0.02575854882911939]
18;[130, 614, 0.02538752056491831]
18;[131, 52, 0.02536819485248574]
18;[132, 469, 0.025315640282783176]
18;[133, 1137, 0.02526947570089621]
18;[134, 454, 0.025099704105068454]
18;[135, 904, 0.024989146194445578]
18;[136, 830, 0.024924676636577676]
18;[137, 923, 0.02479677343044962]
18;[138, 92, 0.02476016547203707]
18;[139, 284, 0.024568598125995454]
18;[140, 852, 0.024513792888273583]
18;[141, 488, 0.024389502909409205]
18;[142, 311, 0.024108138094453186]
18;[143, 455, 0.024073137791740463]
18;[144, 283, 0.02403358547549407]
18;[145, 425, 0.02402344397149466]
18;[146, 685, 0.0238951989727791]
18;[147, 151, 0.023846914364118614]
18;[148, 1040, 0.02376805511860954]
18;[149, 790, 0.02359955023383424]
18;[150, 705, 0.023579061631733324]
18;[151, 293, 0.023554395130472233]
18;[152, 971, 0.023528254610021587]
18;[153, 541, 0.02350476999945125]
18;[154, 936, 0.02336982735968805]
18;[155, 633, 0.023190291274135792]
18;[156, 288, 0.022840033417210092]
18;[157, 63, 0.022828060173204778]
18;[158, 62, 0.022825752657443927]
18;[159, 707, 0.02275673175802379]
18;[160, 269, 0.02262205343034478]
18;[161, 901, 0.022591811643317482]
18;[162, 466, 0.02243871270907523]
18;[163, 1179, 0.022265155062417774]
18;[164, 959, 0.0222517712811537]
18;[165, 965, 0.02223370173471773]
18;[166, 1169, 0.022159561356382293]
18;[167, 960, 0.022072561003103508]
18;[168, 794, 0.022016598705223843]
18;[169, 471, 0.021882595961313648]
18;[170, 106, 0.02181935708084946]
18;[171, 394, 0.02178541628932225]
18;[172, 187, 0.021732153434384355]
18;[173, 13, 0.021568576267590237]
18;[174, 174, 0.02156154943195825]
18;[175, 730, 0.021451850883997182]
18;[176, 1135, 0.021292836032220062]
18;[177, 1117, 0.02117169699725541]
18;[178, 758, 0.021087287806375653]
18;[179, 1163, 0.021062957249039956]
18;[180, 602, 0.021039647792403214]
18;[181, 59, 0.020996597370399835]
18;[182, 499, 0.02095657979361664]
18;[183, 987, 0.020899754998864074]
18;[184, 717, 0.020836922448287946]
18;[185, 584, 0.020795362291120445]
18;[186, 905, 0.02079192440128464]
18;[187, 1155, 0.020760378342553294]
18;[188, 242, 0.02069863428688905]
18;[189, 3, 0.020634209383876483]
18;[190, 1181, 0.0205835921996618]
18;[191, 898, 0.02054027555359798]
18;[192, 482, 0.02052615931028375]
18;[193, 11, 0.020460359344222932]
18;[194, 1224, 0.020352646574967024]
18;[195, 1164, 0.020319682589443614]
18;[196, 809, 0.020204459204036154]
18;[197, 265, 0.020180822098521116]
18;[198, 223, 0.020175489464012278]
18;[199, 411, 0.02015074883503758]
18;[200, 496, 0.020076791230574525]
18;[201, 912, 0.020041470363184783]
18;[202, 124, 0.02000450947404457]
18;[203, 680, 0.019882976823366438]
18;[204, 815, 0.019871365982158263]
18;[205, 766, 0.019790036204957583]
18;[206, 142, 0.019738338598842855]
18;[207, 589, 0.0197288711112821]
18;[208, 401, 0.01970842543231273]
18;[209, 858, 0.01960906384022373]
18;[210, 899, 0.01957624897291276]
18;[211, 320, 0.019538935991036628]
18;[212, 918, 0.019517378853775275]
18;[213, 502, 0.01942916946032678]
18;[214, 336, 0.019416813638722153]
18;[215, 108, 0.019366432268394365]
18;[216, 226, 0.019346633346789852]
18;[217, 796, 0.019316356077097724]
18;[218, 1076, 0.01929283842438102]
18;[219, 1136, 0.019274864135396867]
18;[220, 1172, 0.01919835564706491]
18;[221, 1171, 0.019169016267179404]
18;[222, 497, 0.019155889170714546]
18;[223, 140, 0.019145402157419788]
18;[224, 568, 0.01912035929247384]
18;[225, 173, 0.019092643633080653]
18;[226, 418, 0.019074415932229846]
18;[227, 566, 0.019015144861694255]
18;[228, 565, 0.019011140205528174]
18;[229, 648, 0.018969514290927785]
18;[230, 1165, 0.01888882727066661]
18;[231, 1066, 0.018880209967757067]
18;[232, 489, 0.018877926456354863]
18;[233, 1096, 0.018828555818559068]
18;[234, 998, 0.018811396015722792]
18;[235, 964, 0.01879955884945678]
18;[236, 914, 0.01879739357881895]
18;[237, 1200, 0.018765825135395417]
18;[238, 986, 0.01875210392870924]
18;[239, 731, 0.018697253977043752]
18;[240, 246, 0.018692665369792506]
18;[241, 110, 0.01859343760152745]
18;[242, 870, 0.018569777453178955]
18;[243, 988, 0.018550247270745713]
18;[244, 347, 0.0185188604485077]
18;[245, 585, 0.018494023984191175]
18;[246, 624, 0.0184353852959678]
18;[247, 697, 0.018378874010706817]
18;[248, 1128, 0.018374992254823988]
18;[249, 1199, 0.018372707053399]
18;[250, 684, 0.01835277654719823]
18;[251, 944, 0.018288622399719907]
18;[252, 451, 0.018251211992633347]
18;[253, 102, 0.01822987662286998]
18;[254, 1042, 0.01816295807310152]
18;[255, 243, 0.018147469128772423]
18;[256, 437, 0.01813492268862623]
18;[257, 1178, 0.018118604130671546]
18;[258, 107, 0.018113868791271182]
18;[259, 962, 0.018059156898617337]
18;[260, 1026, 0.0180339092402696]
18;[261, 436, 0.017969279238962563]
18;[262, 148, 0.01791348684672878]
18;[263, 386, 0.017881778048850733]
18;[264, 856, 0.017866358093471837]
18;[265, 150, 0.01781272664055638]
18;[266, 1175, 0.017786212497943547]
18;[267, 926, 0.017784755108887006]
18;[268, 1106, 0.01778045866613622]
18;[269, 961, 0.01775502782976975]
18;[270, 355, 0.017753013317954154]
18;[271, 538, 0.017702973064303303]
18;[272, 4, 0.017664267455268785]
18;[273, 85, 0.017620012875467307]
18;[274, 287, 0.01761010423769997]
18;[275, 1067, 0.017568184045182247]
18;[276, 822, 0.01755224077373095]
18;[277, 1005, 0.017502525284226498]
18;[278, 755, 0.017469037698102607]
18;[279, 1205, 0.017455392951752958]
18;[280, 576, 0.017376748845860348]
18;[281, 1206, 0.017367776691756723]
18;[282, 982, 0.01736078073516649]
18;[283, 1211, 0.017335034865058833]
18;[284, 1170, 0.017286673852577695]
18;[285, 785, 0.01722929711579954]
18;[286, 977, 0.017222389760914846]
18;[287, 190, 0.017147651070816873]
18;[288, 1019, 0.01714203966429461]
18;[289, 647, 0.017134556398401373]
18;[290, 137, 0.017102616194064998]
18;[291, 1091, 0.01709900359979339]
18;[292, 1115, 0.017032437016353867]
18;[293, 31, 0.01701592244374029]
18;[294, 1222, 0.016982105417510693]
18;[295, 380, 0.016976592102797065]
18;[296, 754, 0.01695644753890252]
18;[297, 189, 0.016937766274787484]
18;[298, 527, 0.01692409266448473]
18;[299, 248, 0.016905791815255963]
18;[300, 1201, 0.016888660736093953]
18;[301, 147, 0.016860734336702748]
18;[302, 1233, 0.0168483598509065]
18;[303, 38, 0.016735368097541923]
18;[304, 951, 0.016724866933553288]
18;[305, 669, 0.016690839465935563]
18;[306, 597, 0.016688010868441214]
18;[307, 771, 0.01662472469664062]
18;[308, 722, 0.01662438305334484]
